ATM,Sitio,CR,Division,Marca,Tipo dispositivo,Estatus dispositivo,Calle,Num. Ext.,Estado,Ciudad,CP,Del/Muni,Colonia,Latitud,Longitud,Tipo localidad,IDC,ETV
104,JUCHITAN,5692,SUR,DIEBOLD,DISPENSADOR,ACTIVO,16 DE SEPTIEMBRE,39,OAXACA,JUCHITAN (JUCHITAN DE ZARAGOZA),70000,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,CENTRO,16.4341995,-95.0219309,SUC,DIEBOLD,APODERADO
105,PRINCIPAL OCOTLAN,595,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,MADERO,285,JALISCO,OCOTLAN,47800,OCOTLAN,CENTRO,20.3509613,-102.7732037,SUC,DIEBOLD,APODERADO
106,MUNICIPIO PEDRO ESCOBEDO,6062,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,AUDITORIA MUNICIPAL,1,QUERETARO,PEDRO ESCOBEDO,76700,PEDRO ESCOBEDO,CENTRO,20.5039734,-100.1468862,REM,DIEBOLD,SEPSA
107,VIILAHERMOSA GUAYABAL,4615,SURESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV PASEO USUMACINTA,SN,TABASCO,VILLAHERMOSA,86090,CENTRO,EL GUAYABAL,17.9745616,-92.9274171,SUC,DIEBOLD,APODERADO
108,TECATE ENCINOS,5060,NOROESTE,GRG,DISPENSADOR,ACTIVO,BLVD DE LOS ENCINOS,SN,BAJA CALIFORNIA,TECATE,21400,TECATE,TECATE CENTRO,32.5608041,-116.6471177,SUC,GRG,APODERADO
109,LORETO OFICINA PRINCIPAL,5318,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,C FCO I MADERO,SN,BAJA CALIFORNIA SUR,LORETO,23880,LORETO,CENTRO,26.010715,-111.342222,SUC,DIEBOLD,APODERADO
110,FIDELIQ,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV INSURGENTES SUR,1931,DISTRITO FEDERAL,CIUDAD DE MEXICO,1020,ALVARO OBREGON,GUADALUPE INN,19.3528129,-99.1861413,REM,DIEBOLD,SEPSA
111,OPSAPASE,6062,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,PALMAS,38 8,ESTADO DE MEXICO,ECATEPEC DE MORELOS,55030,ECATEPEC DE MORELOS,LA MORA,19.59821,-99.0502416,REM,DIEBOLD,SEPSA
112,ARQUIMEDES,80,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,AV EJERCITO NACIONAL,499,DISTRITO FEDERAL,CIUDAD DE MEXICO,11520,MIGUEL HIDALGO,GRANADA,19.43814353,-99.19020733,SUC,DIEBOLD,APODERADO
113,SOR JUANA,103,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,SOR JUANA INES DE LA CRUZ,314,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,54020,TLALNEPANTLA DE BAZ,LAS ROSAS,19.53964754,-99.20906268,SUC,GRG,APODERADO
114,LEON PLAZA OBELISCO,5228,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,BLVD HILARIO MEDINA,2503,GUANAJUATO,LEON DE LOS ALDAMA,37250,LEON,REAL PROVIDENCIA,21.132276,-101.658529,SUC,DIEBOLD,APODERADO
116,LEON PLAZA OBELISCO,5228,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,BLVD HILARIO MEDINA,2503,GUANAJUATO,LEON DE LOS ALDAMA,37250,LEON,REAL PROVIDENCIA,21.132276,-101.658529,SUC,DIEBOLD,APODERADO
117,JARAL DEL PROGRESO CENTRO,370,BAJIO,GRG,DISPENSADOR,ACTIVO,TOMATE,102 MANZANA 12 LOTE 7,GUANAJUATO,JARAL DEL PROGRESO,38470,JARAL DEL PROGRESO,JARAL DEL PROGRESO CENTRO,20.377987,-101.0648556,SUC,GRG,APODERADO
118,IP IXTAC,6062,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV 1,1,VERACRUZ,IXTACZOQUITLAN,94450,IXTACZOQUITLAN,ESCAMELA,18.8574323,-97.0661413,REM,DIEBOLD,SEPSA
119,PLAZA CRISTAL,128,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,AV SAN MATEO,17,ESTADO DE MEXICO,ATIZAPAN DE ZARAGOZA,52900,ATIZAPAN DE ZARAGOZA,COLONIA CENTRO,19.56226397,-99.2441124,SUC,WINCOR,APODERADO
120,PATIO SANTA FE,3048,METROPOLITANA SUR,WINCOR,DISPENSADOR,ACTIVO,AV PROL PASEO DE LA REFORMA,400 LOCALES A14 Y A15,DISTRITO FEDERAL,CIUDAD DE MEXICO,1210,ALVARO OBREGON,PE�A BLANCA SANTA FE,19.377239,-99.254516,SUC,WINCOR,APODERADO
121,IP SILAO,6062,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,AV COMERCIANTES,SN,GUANAJUATO,SILAO,36100,SILAO DE LA VICTORIA,SILAO CENTRO,20.9003161,-101.388956,REM,DIEBOLD,SEPSA
122,VALLE DORADO,184,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,BLVD MANUEL AVILA CAMACHO,3227,ESTADO DE MEXICO,TLALNEPANTLA DE BAZ,54020,TLALNEPANTLA DE BAZ,FRACC LOS PIRULES,19.5507228,-99.2096359,SUC,DIEBOLD,APODERADO
123,PRINCIPAL OCOTLAN,595,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,MADERO,285,JALISCO,OCOTLAN,47800,OCOTLAN,CENTRO,20.3509613,-102.7732037,SUC,DIEBOLD,APODERADO
124,HOTEL ARAIZA INN,6062,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,BLVD BENITO JUAREZ,2220 525,BAJA CALIFORNIA,MEXICALI,21270,MEXICALI,JARDINES DEL VALLE,32.6429938,-115.4511252,REM,DIEBOLD,SEPSA
125,PATIO SANTA FE,3048,METROPOLITANA SUR,NCR,PRACTDUAL,ACTIVO,AV PROL PASEO DE LA REFORMA,400 LOCALES A14 Y A15,DISTRITO FEDERAL,CIUDAD DE MEXICO,1210,ALVARO OBREGON,PE�A BLANCA SANTA FE,19.377239,-99.254516,SUC,NCR,APODERADO
126,PATIO SANTA FE,3048,METROPOLITANA SUR,NCR,PRACTDUAL,ACTIVO,AV PROL PASEO DE LA REFORMA,400 LOCALES A14 Y A15,DISTRITO FEDERAL,CIUDAD DE MEXICO,1210,ALVARO OBREGON,PE�A BLANCA SANTA FE,19.377239,-99.254516,SUC,NCR,APODERADO
127,SUPER GUTIERREZ,6062,NORESTE,GRG,DISPENSADOR,ACTIVO,AV MARTINEZ,440,COAHUILA,PIEDRAS NEGRAS,26089,PIEDRAS NEGRAS,LOMAS DEL NORTE,28.692929,-100.5470163,REM,GRG,SEPSA
128,PASEO VILLALTA,1519,NORESTE,GRG,DISPENSADOR,ACTIVO,BLVD. VENUSTIANO CARRANZA,6075,COAHUILA,SALTILLO,25210,SALTILLO,RANCHO DE PE�A,25.476746,-100.976786,SUC,GRG,APODERADO
129,MUNICIPIO DE CIUDAD FERNANDEZ,6062,BAJIO,GRG,DISPENSADOR,ACTIVO,PLAZA GRAL. ZENON FERNANDEZ,SECTOR 1,SAN LUIS POTOSI,CIUDAD FERNANDEZ,79650,CIUDAD FERNANDEZ,CIUDAD FERNANDEZ,21.9433915,-100.0130609,REM,GRG,SEPSA
130,FISCAL�A GENERAL DE LA REP�BLICA 1,6062,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,BLVD ADOLFO LOPEZ MATEOS,2836 Edif. 101,DISTRITO FEDERAL,CIUDAD DE MEXICO,1090,ALVARO OBREGON,TIZAPAN,19.33561614,-99.20664756,REM,GRG,SEPSA
131,ERMITA ROJO GOMEZ,73,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,CALZ ERMITA IZTAPALAPA,1863,DISTRITO FEDERAL,CIUDAD DE MEXICO,9830,IZTAPALAPA,LOS ANGELES,19.349925,-99.073524,SUC,DIEBOLD,APODERADO
132,IZTACALCO,79,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,CALZ DE LA VIGA,680,DISTRITO FEDERAL,CIUDAD DE MEXICO,8610,IZTACALCO,IZTACALCO,19.397129,-99.122923,SUC,DIEBOLD,APODERADO
133,PATIO SANTA FE,3048,METROPOLITANA SUR,NCR,PRACTDUAL,ACTIVO,AV PROL PASEO DE LA REFORMA,400 LOCALES A14 Y A15,DISTRITO FEDERAL,CIUDAD DE MEXICO,1210,ALVARO OBREGON,PE�A BLANCA SANTA FE,19.377239,-99.254516,SUC,NCR,APODERADO
134,OCEANIA PENON,3645,METROPOLITANA SUR,WINCOR,PRACTDUAL,ACTIVO,AV OCEANIA,215,DISTRITO FEDERAL,CIUDAD DE MEXICO,15510,VENUSTIANO CARRANZA,PENSADOR MEXICANO,19.4410862,-99.0929879,SUC,WINCOR,APODERADO
135,PORTALES CARRANZA,3454,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,CALZ TLALPAN,1244,DISTRITO FEDERAL,CIUDAD DE MEXICO,3300,BENITO JUAREZ,PORTALES,19.372805,-99.140557,SUC,DIEBOLD,APODERADO
136,MUNICIPIO DE OTZOLOAPAN,6062,METROPOLITANA NORTE,GRG,PRACTDUAL,ACTIVO,PALACIO MUNICIPAL,SN,ESTADO DE MEXICO,OTZOLOAPAN,51130,OTZOLOAPAN,OTZOLOAPAN,19.115964,-100.296861,REM,GRG,SEPSA
137,SAN ANDRES TUXTLA CENTRO,598,SUR,DIEBOLD,DISPENSADOR,ACTIVO,FRANCISCO I MADERO,10,VERACRUZ,SAN ANDRES TUXTLA,95700,SAN ANDRES TUXTLA,CENTRO,18.4473833,-95.2131906,SUC,DIEBOLD,APODERADO
138,SAN ANDRES TUXTLA CENTRO,598,SUR,DIEBOLD,DISPENSADOR,ACTIVO,FRANCISCO I MADERO,10,VERACRUZ,SAN ANDRES TUXTLA,95700,SAN ANDRES TUXTLA,CENTRO,18.4473833,-95.2131906,SUC,DIEBOLD,APODERADO
139,LUCERNA,3439,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,ABRAHAM GONZALEZ,64,DISTRITO FEDERAL,CIUDAD DE MEXICO,6600,CUAUHTEMOC,JUAREZ,19.429702,-99.153698,SUC,GRG,APODERADO
140,INSTITUTO TECNOLOGICO DE SONORA,6062,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,AV ANTONIO CASO,2266,SONORA,CIUDAD OBREGON,85130,CAJEME,VILLA ITSON,27.4909023,-109.9676198,REM,DIEBOLD,SEPSA
142,MUNICIPIO GENERAL FELIPE ANGELES,6062,SUR,GRG,DISPENSADOR,ACTIVO,PALACIO MUNICIPAL,SN,PUEBLA,GENERAL FELIPE ANGELES,75170,GENERAL FELIPE ANGELES,SAN PABLO DE LAS TUNAS,18.9832206,-97.6994546,REM,GRG,SEPSA
143,WALMART GUADALUPE,6062,NORESTE,GRG,DISPENSADOR,ACTIVO,CTRA A REYNOSA,SN,NUEVO LEON,GUADALUPE,67190,GUADALUPE,GUADALUPE,25.6732999,-100.2031104,REM,GRG,SEPSA
144,SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE TAMAULIPAS,6062,NORESTE,GRG,DISPENSADOR,ACTIVO,CARRETERA INTEREJIDAL KILOMETRO 1,S/N,TAMAULIPAS,CD VICTORIA,87019,VICTORIA,LA PRESITA,23.78381199,-99.16599874,REM,GRG,SEPSA
145,AEROVIAS DE MEXICO,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,FUERZA AEREA MEXICANA,416,DISTRITO FEDERAL,CIUDAD DE MEXICO,15700,VENUSTIANO CARRANZA,FEDERAL,19.4230537,-99.0860284,REM,DIEBOLD,SEPSA
146,BIOPAPPEL KRAFT,6062,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,CAMINO TIZATUCA TEZONTEPEC,5,HIDALGO,TIZAYUCA,43800,TIZAYUCA,TIZAYUCA CENTRO,19.8217807,-98.9722584,REM,DIEBOLD,SEPSA
147,JARAL DEL PROGRESO CENTRO,370,BAJIO,GRG,DISPENSADOR,ACTIVO,TOMATE,102 MANZANA 12 LOTE 7,GUANAJUATO,JARAL DEL PROGRESO,38470,JARAL DEL PROGRESO,JARAL DEL PROGRESO CENTRO,20.377987,-101.0648556,SUC,GRG,APODERADO
148,TERMINAL 1,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV CAPITAN CARLOS LEON,SN,DISTRITO FEDERAL,CIUDAD DE MEXICO,15520,VENUSTIANO CARRANZA,PENON DE LOS BANOS,19.4381205,-99.0794547,REM,DIEBOLD,SEPSA
149,TANTOYUCA MADERO,6519,SUR,DIEBOLD,DISPENSADOR,ACTIVO,HERMENEGILDO GALEANA,SN,VERACRUZ,TANTOYUCA,92120,TANTOYUCA,CENTRO,21.351509,-98.2241816,SUC,DIEBOLD,APODERADO
150,TERMINAL 1,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV CAPITAN CARLOS LEON,SN,DISTRITO FEDERAL,CIUDAD DE MEXICO,15520,VENUSTIANO CARRANZA,PENON DE LOS BANOS,19.4381205,-99.0794547,REM,DIEBOLD,SEPSA
151,PLAZA SAN MARCOS,5076,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,AV CHALMA,SN,ESTADO DE MEXICO,CUAUTITLAN IZCALLI,54720,CUAUTITLAN IZCALLI,JARDINES DE LA HACIENDA SUR,19.67371868,-99.20611923,SUC,DIEBOLD,APODERADO
152,BODEGA AURRERA MORELIA,6062,OCCIDENTE,WINCOR,DISPENSADOR,ACTIVO,CALZ VENTURA PUENTE,1843,MICHOACAN,MORELIA,58290,MORELIA,ELECTRICISTAS,19.6821714,-101.1796091,REM,WINCOR,SEPSA
153,GN PRODUCTORES AGRICOLAS,6062,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,CTRA EJIDO - NUEVO LEON,KM 3.5,BAJA CALIFORNIA,MEXICALI,21705,MEXICALI,NUEVO LEON,32.4072655,-115.202247,REM,DIEBOLD,SEPSA
154,LUCERNA,3439,METROPOLITANA NORTE,WINCOR,PRACTDUAL,ACTIVO,ABRAHAM GONZALEZ,64,DISTRITO FEDERAL,CIUDAD DE MEXICO,6600,CUAUHTEMOC,JUAREZ,19.429702,-99.153698,SUC,WINCOR,APODERADO
155,TRIBASA,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,BOSQUES DE LOS CEDROS,173,DISTRITO FEDERAL,CIUDAD DE MEXICO,11700,MIGUEL HIDALGO,BOSQUE DE LAS LOMAS,19.3860971,-99.2557051,REM,DIEBOLD,SEPSA
156,TERMINAL 1,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV CAPITAN CARLOS LEON,SN,DISTRITO FEDERAL,CIUDAD DE MEXICO,15520,VENUSTIANO CARRANZA,PENON DE LOS BANOS,19.4381205,-99.0794547,REM,DIEBOLD,SEPSA
157,TRUPER JILOTEPEC,6062,METROPOLITANA NORTE,WINCOR,DISPENSADOR,ACTIVO,PARQUE INDUSTRIAL,1,ESTADO DE MEXICO,ESTADO DE MEXICO,54240,JILOTEPEC,JILOTEPEC DE MOLINA ENRIQUEZ,19.9728915,-99.5276487,REM,WINCOR,SEPSA
158,TERMINAL 1,6062,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV CAPITAN CARLOS LEON,SN,DISTRITO FEDERAL,CIUDAD DE MEXICO,15520,VENUSTIANO CARRANZA,PENON DE LOS BANOS,19.4381205,-99.0794547,REM,DIEBOLD,SEPSA
159,LA CRUZ,3553,METROPOLITANA SUR,GRG,DISPENSADOR,ACTIVO,AV ALVARO OBREGON,1415,DISTRITO FEDERAL,CIUDAD DE MEXICO,10800,MAGDALENA CONTRERAS,LA CRUZ,19.3054739,-99.2355293,SUC,GRG,APODERADO
160,CENTRO MEDICO ECATEPEC ISSEMYM,6062,METROPOLITANA NORTE,GRG,DISPENSADOR,ACTIVO,AV DEL TRABAJO,S/N,ESTADO DE MEXICO,ECATEPEC DE MORELOS,55000,ECATEPEC DE MORELOS,ECATEPEC CENTRO,19.609838,-99.051129,REM,GRG,SEPSA
161,BOSQUES DE LAS LOMAS,48,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,BOSQUE DE LOS CIRUELOS,190,DISTRITO FEDERAL,CIUDAD DE MEXICO,11700,MIGUEL HIDALGO,BOSQUES DE LAS LOMAS,19.405159,-99.239452,SUC,DIEBOLD,APODERADO
162,PLAZA VILLA SANTA ELENA UNO (Ciudad Fernandez),6062,BAJIO,GRG,DISPENSADOR,ACTIVO,MOCTEZUMA,332,SAN LUIS POTOSI,CIUDAD FERNANDEZ,79650,CIUDAD FERNANDEZ,CIUDAD FERNANDEZ,21.943368,-100.0125738,REM,GRG,SEPSA
163,DIARIO DE YUCATAN,6062,SURESTE,DIEBOLD,DISPENSADOR,ACTIVO,CALLE 65 Y CALLE 67,SN,YUCATAN,MERIDA,97000,MERIDA,CENTRO,20.9609398,-89.658632,REM,DIEBOLD,SEPSA
164,LA RAZA,4634,METROPOLITANA NORTE,NCR,PRACTDUAL,ACTIVO,AV VALLEJO,294,DISTRITO FEDERAL,CIUDAD DE MEXICO,2960,AZCAPOTZALCO,SAN FRANCISCO XOCOTITLA,19.467957,-99.1449667,SUC,NCR,APODERADO
165,SEMEX SA DE CV,6062,METROPOLITANA SUR,WINCOR,DISPENSADOR,ACTIVO,JAVIER ROJO GOMEZ,514,DISTRITO FEDERAL,CIUDAD DE MEXICO,�09300,IZTAPALAPA,GUADALUPE DEL MORAL,19.369652,-99.080825,REM,WINCOR,SEPSA
166,SANTA MARIA DEL RIO CENTRO,6830,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,PASCUAL MARIA HERNANDEZ,56,SAN LUIS POTOSI,SANTA MARIA DEL RIO,79560,SANTA MARIA DEL RIO,CENTRO,21.80076,-100.736033,SUC,DIEBOLD,APODERADO
167,QUERETARO PIE DE LA CUESTA,5017,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,AV PIE DE LA CUESTA,301,QUERETARO,QUERETARO,76130,QUERETARO,DESARROLLO SAN PABLO,20.6267917,-100.4066265,SUC,DIEBOLD,APODERADO
168,ALMACENES IBARRA ALLENDE (SU BODEGA),6062,NORESTE,DIEBOLD,DISPENSADOR,ACTIVO,ALLENDE,108,TAMAULIPAS,ALTAMIRA,89600,ALTAMIRA,ALTAMIRA CENTRO,22.395847,-97.936768,REM,DIEBOLD,SEPSA
169,RIU PALACE COSTA MUJERES,6062,SURESTE,DIEBOLD,DISPENSADOR,ACTIVO,TRAMO PUNTA SAM ISLA BLANCA,MZ 1 LT 2,QUINTANA ROO,ISLA MUJERES,77400,ISLA MUJERES,PUNTA GAVIOTA,21.2357634,-86.8039558,REM,DIEBOLD,SEPSA
170,ABARROTES IBARRA,6062,NORESTE,NCR,DISPENSADOR,ACTIVO,LUIS ECHEVERRIA,700,TAMAULIPAS,CIUDAD MANTE,89800,EL MANTE,CIUDAD MANTE CENTRO,22.7358632,-98.9650771,REM,NCR,SEPSA
171,JANSSEN CILAG,6062,SUR,GRG,DISPENSADOR,ACTIVO,CRTA FEDERAL MEXICO PUEBLA,KM 81.5,PUEBLA,PUEBLA,74160,HUEJOTZINGO,CENTRO,19.205305,-98.419909,REM,GRG,SEPSA
172,QUERETARO PIE DE LA CUESTA,5017,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,AV PIE DE LA CUESTA,301,QUERETARO,QUERETARO,76130,QUERETARO,DESARROLLO SAN PABLO,20.6267917,-100.4066265,SUC,DIEBOLD,APODERADO
173,QUERETARO PIE DE LA CUESTA,5017,BAJIO,DIEBOLD,DISPENSADOR,ACTIVO,AV PIE DE LA CUESTA,301,QUERETARO,QUERETARO,76130,QUERETARO,DESARROLLO SAN PABLO,20.6267917,-100.4066265,SUC,DIEBOLD,APODERADO
174,SECTOR DUCTOS VICTORIA,6062,NORESTE,WINCOR,DISPENSADOR,ACTIVO,GRAL ALBERTO CARRERA TORRES,707,TAMAULIPAS,CIUDAD VICTORIA,87000,VICTORIA,ANSENCION GOMEZ MANCILLA,23.7112962,-99.167062,REM,WINCOR,SEPSA
175,LINARES,265,NORESTE,DIEBOLD,DISPENSADOR,ACTIVO,JUAREZ ORIENTE,108,NUEVO LEON,LINARES,67700,LINARES,LINARES CENTRO,24.859892,-99.567347,SUC,DIEBOLD,APODERADO
176,MUNICIPIO DE COYUCA DE BENITEZ GRO,6062,SUR,DIEBOLD,DISPENSADOR,ACTIVO,NUEVO MERCADO MPAL CARR ACAPULCO ZIHUATANEJO,KM 32,GUERRERO,COYUCA DE BENITEZ,40980,COYUCA DE BENITEZ,AGUAS BLANCAS,17.0027142,-100.0837703,REM,DIEBOLD,SEPSA
177,PLAZA CENTRIKA,5255,NORESTE,GRG,DISPENSADOR,ACTIVO,AV VICENTE GUERRERO,2500,NUEVO LEON,MONTERREY,64550,MONTERREY,PRIMERO DE MAYO,25.7015439,-100.3084542,SUC,GRG,APODERADO
178,BODEGA AURRERA SALTILLO,6062,NORESTE,DIEBOLD,DISPENSADOR,ACTIVO,EMILIO CARRANZA,SN,COAHUILA,SALTILLO,25000,SALTILLO,SALTILLO ZONA CENTRO,25.4275418,-101.0093525,REM,DIEBOLD,SEPSA
179,XOLA,28,METROPOLITANA SUR,GRG,DISPENSADOR,ACTIVO,AV XOLA,64,DISTRITO FEDERAL,CIUDAD DE MEXICO,3400,BENITO JUAREZ,ALAMOS,19.395181,-99.143499,SUC,GRG,APODERADO
180,COMPOSTELA,661,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,HIDALGO,50,NAYARIT,COMPOSTELA,63700,COMPOSTELA,CENTRO,21.2374381,-104.9007959,SUC,DIEBOLD,APODERADO
181,CHURUBUSCO,7,METROPOLITANA SUR,DIEBOLD,DISPENSADOR,ACTIVO,AVENA,489,DISTRITO FEDERAL,CIUDAD DE MEXICO,8400,IZTACALCO,GRANJAS MEXICO,19.401714,-99.09865,SUC,DIEBOLD,APODERADO
182,CHURUBUSCO,7,METROPOLITANA SUR,GRG,DISPENSADOR,ACTIVO,AVENA,489,DISTRITO FEDERAL,CIUDAD DE MEXICO,8400,IZTACALCO,GRANJAS MEXICO,19.40171052,-99.09864612,SUC,GRG,APODERADO
183,COMPOSTELA,661,OCCIDENTE,DIEBOLD,DISPENSADOR,ACTIVO,HIDALGO,50,NAYARIT,COMPOSTELA,63700,COMPOSTELA,CENTRO,21.2374381,-104.9007959,SUC,DIEBOLD,APODERADO
184,CIUDAD PEMEX TABASCO,5856,SURESTE,WINCOR,PRACTDUAL,ACTIVO,MORRICO DE LLANOS,194,TABASCO,MACUSPANA,86720,MACUSPANA,OBRERA,17.880565,-92.483365,SUC,WINCOR,APODERADO
185,WALMART SAN MANUEL,6062,SUR,DIEBOLD,DISPENSADOR,ACTIVO,IGNACIO ZARAGOZA,1404,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,72570,PUEBLA,JARDINES DE SAN MANUEL,19.0196838,-98.1984026,REM,DIEBOLD,SEPSA
186,TEXCOCO EMILIANO ZAPATA,120,METROPOLITANA SUR,WINCOR,DISPENSADOR,ACTIVO,EMILIANO ZAPATA,128,ESTADO DE MEXICO,TEXCOCO DE MORA,56140,TEXCOCO,SAN LORENZO,19.5062711,-98.8846176,SUC,WINCOR,APODERADO
187,CABORCA OFICINA PRINCIPAL,671,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ADALBERTO SORIENTELO,SN,SONORA,HEROICA CABORCA,83600,CABORCA,CENTRO,30.7119166,-112.1518251,SUC,DIEBOLD,APODERADO
188,METEPEC SAN ISIDRO,5024,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,PASEO SAN ISIDRO,318,ESTADO DE MEXICO,METEPEC,52140,METEPEC,SANTIAGUJITO,19.252798,-99.59399,SUC,DIEBOLD,APODERADO
189,METEPEC SAN ISIDRO,5024,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,PASEO SAN ISIDRO,318,ESTADO DE MEXICO,METEPEC,52140,METEPEC,SANTIAGUJITO,19.252798,-99.59399,SUC,DIEBOLD,APODERADO
190,HEB COUNTRY,6062,NORESTE,GRG,DISPENSADOR,ACTIVO,AV EUGENIO GARZA SADA,4321,NUEVO LEON,MONTERREY,64860,MONTERREY,COUNTRY,25.62623684,-100.2749464,REM,GRG,SEPSA
191,CABORCA OFICINA PRINCIPAL,671,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ADALBERTO SORIENTELO,SN,SONORA,HEROICA CABORCA,83600,CABORCA,CENTRO,30.7119166,-112.1518251,SUC,DIEBOLD,APODERADO
192,WORTHINGTON DE MEXICO SA DE CV,6062,NORESTE,GRG,DISPENSADOR,ACTIVO,NIQUEL,9204,NUEVO LEON,GARCIA,66000,GARCIA,CIUDAD INDUSTRIAL MITRAS,25.790286,-100.434752,REM,GRG,SEPSA
193,MONTERREY OFICINA PRINCIPAL,4474,NORESTE,GRG,DISPENSADOR,ACTIVO,AV PADRE MIER,480,NUEVO LEON,MONTERREY,64000,MONTERREY,MONTERREY CENTRO,25.667916,-100.312078,SUC,GRG,APODERADO
194,ACAMBARO CENTRO,482,BAJIO,WINCOR,PRACTDUAL,ACTIVO,PINO SUAREZ,78,GUANAJUATO,ACAMBARO,38600,ACAMBARO,CENTRO,20.0333426,-100.7198483,SUC,WINCOR,APODERADO
195,CENTRO MEDICO DE TOLUCA,6062,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,AV BENITO JUAREZ NORTE,341,ESTADO DE MEXICO,METEPEC,52140,METEPEC,SAN MATEO,19.2564456,-99.6142885,REM,DIEBOLD,SEPSA
196,INGENIO EL REFUGIO,6062,SUR,WINCOR,DISPENSADOR,ACTIVO,DOMICILIO CONOCIDO,KM 425,OAXACA,COSOLAPA,68410,COSOLAPA,EL REFUGIO,18.5997348,-96.6793043,REM,WINCOR,SEPSA
197,CABORCA OFICINA PRINCIPAL,671,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,ADALBERTO SORIENTELO,SN,SONORA,HEROICA CABORCA,83600,CABORCA,CENTRO,30.7119166,-112.1518251,SUC,DIEBOLD,APODERADO
198,CHIGNAHUAPAN,692,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV JUAREZ,16,PUEBLA,CHIGNAHUAPAN,73300,CHIGNAHUAPAN,CENTRO,19.4341493,-99.142048,SUC,DIEBOLD,APODERADO
199,CHIGNAHUAPAN,692,SUR,DIEBOLD,DISPENSADOR,ACTIVO,AV JUAREZ,16,PUEBLA,CHIGNAHUAPAN,73300,CHIGNAHUAPAN,CENTRO,19.4341493,-99.142048,SUC,DIEBOLD,APODERADO
200,HERMOSILLO SOLIDARIDAD,5062,NOROESTE,DIEBOLD,DISPENSADOR,ACTIVO,BLVD SOLIDARIDAD,SN,SONORA,HERMOSILLO,83130,HERMOSILLO,LAS FLORES,29.1113957,-110.991877,SUC,DIEBOLD,APODERADO
201,LA PASTORA,1293,METROPOLITANA NORTE,DIEBOLD,DISPENSADOR,ACTIVO,CALZ CHALMA LA VILLA,388,DISTRITO FEDERAL,CIUDAD DE MEXICO,7280,GUSTAVO A MADERO,JORGE NEGRETE CUAUTEPEC,19.441201,-99.09303,SUC,DIEBOLD,APODERADO
